2	6	7	8	15	16	
2	6	7	8	15	17	
2	6	7	8	15	19	
2	6	7	8	15	21	
2	6	7	8	15	23	
2	6	7	8	16	17	
2	6	7	8	16	19	
2	6	7	8	16	21	
2	6	7	8	16	23	
2	6	7	8	17	19	
2	6	7	8	17	21	
2	6	7	8	17	23	
2	6	7	8	19	21	
2	6	7	8	19	23	
2	6	7	8	21	23	
2	6	7	15	16	17	
2	6	7	15	16	19	
2	6	7	15	16	21	
2	6	7	15	16	23	
2	6	7	15	17	19	
2	6	7	15	17	21	
2	6	7	15	17	23	
2	6	7	15	19	21	
2	6	7	15	19	23	
2	6	7	15	21	23	
2	6	7	16	17	19	
2	6	7	16	17	21	
2	6	7	16	17	23	
2	6	7	16	19	21	
2	6	7	16	19	23	
2	6	7	16	21	23	
2	6	7	17	19	21	
2	6	7	17	19	23	
2	6	7	17	21	23	
2	6	7	19	21	23	
2	6	8	15	16	17	
2	6	8	15	16	19	
2	6	8	15	16	21	
2	6	8	15	16	23	
2	6	8	15	17	19	
2	6	8	15	17	21	
2	6	8	15	17	23	
2	6	8	15	19	21	
2	6	8	15	19	23	
2	6	8	15	21	23	
2	6	8	16	17	19	
2	6	8	16	17	21	
2	6	8	16	17	23	
2	6	8	16	19	21	
2	6	8	16	19	23	
2	6	8	16	21	23	
2	6	8	17	19	21	
2	6	8	17	19	23	
2	6	8	17	21	23	
2	6	8	19	21	23	
2	6	15	16	17	19	
2	6	15	16	17	21	
2	6	15	16	17	23	
2	6	15	16	19	21	
2	6	15	16	19	23	
2	6	15	16	21	23	
2	6	15	17	19	21	
2	6	15	17	19	23	
2	6	15	17	21	23	
2	6	15	19	21	23	
2	6	16	17	19	21	
2	6	16	17	19	23	
2	6	16	17	21	23	
2	6	16	19	21	23	
2	6	17	19	21	23	
2	7	8	15	16	17	
2	7	8	15	16	19	
2	7	8	15	16	21	
2	7	8	15	16	23	
2	7	8	15	17	19	
2	7	8	15	17	21	
2	7	8	15	17	23	
2	7	8	15	19	21	
2	7	8	15	19	23	
2	7	8	15	21	23	
2	7	8	16	17	19	
2	7	8	16	17	21	
2	7	8	16	17	23	
2	7	8	16	19	21	
2	7	8	16	19	23	
2	7	8	16	21	23	
2	7	8	17	19	21	
2	7	8	17	19	23	
2	7	8	17	21	23	
2	7	8	19	21	23	
2	7	15	16	17	19	
2	7	15	16	17	21	
2	7	15	16	17	23	
2	7	15	16	19	21	
2	7	15	16	19	23	
2	7	15	16	21	23	
2	7	15	17	19	21	
2	7	15	17	19	23	
2	7	15	17	21	23	
2	7	15	19	21	23	
2	7	16	17	19	21	
2	7	16	17	19	23	
2	7	16	17	21	23	
2	7	16	19	21	23	
2	7	17	19	21	23	
2	8	15	16	17	19	
2	8	15	16	17	21	
2	8	15	16	17	23	
2	8	15	16	19	21	
2	8	15	16	19	23	
2	8	15	16	21	23	
2	8	15	17	19	21	
2	8	15	17	19	23	
2	8	15	17	21	23	
2	8	15	19	21	23	
2	8	16	17	19	21	
2	8	16	17	19	23	
2	8	16	17	21	23	
2	8	16	19	21	23	
2	8	17	19	21	23	
2	15	16	17	19	21	
2	15	16	17	19	23	
2	15	16	17	21	23	
2	15	16	19	21	23	
2	15	17	19	21	23	
2	16	17	19	21	23	
6	7	8	15	16	17	
6	7	8	15	16	19	
6	7	8	15	16	21	
6	7	8	15	16	23	
6	7	8	15	17	19	
6	7	8	15	17	21	
6	7	8	15	17	23	
6	7	8	15	19	21	
6	7	8	15	19	23	
6	7	8	15	21	23	
6	7	8	16	17	19	
6	7	8	16	17	21	
6	7	8	16	17	23	
6	7	8	16	19	21	
6	7	8	16	19	23	
6	7	8	16	21	23	
6	7	8	17	19	21	
6	7	8	17	19	23	
6	7	8	17	21	23	
6	7	8	19	21	23	
6	7	15	16	17	19	
6	7	15	16	17	21	
6	7	15	16	17	23	
6	7	15	16	19	21	
6	7	15	16	19	23	
6	7	15	16	21	23	
6	7	15	17	19	21	
6	7	15	17	19	23	
6	7	15	17	21	23	
6	7	15	19	21	23	
6	7	16	17	19	21	
6	7	16	17	19	23	
6	7	16	17	21	23	
6	7	16	19	21	23	
6	7	17	19	21	23	
6	8	15	16	17	19	
6	8	15	16	17	21	
6	8	15	16	17	23	
6	8	15	16	19	21	
6	8	15	16	19	23	
6	8	15	16	21	23	
6	8	15	17	19	21	
6	8	15	17	19	23	
6	8	15	17	21	23	
6	8	15	19	21	23	
6	8	16	17	19	21	
6	8	16	17	19	23	
6	8	16	17	21	23	
6	8	16	19	21	23	
6	8	17	19	21	23	
6	15	16	17	19	21	
6	15	16	17	19	23	
6	15	16	17	21	23	
6	15	16	19	21	23	
6	15	17	19	21	23	
6	16	17	19	21	23	
7	8	15	16	17	19	
7	8	15	16	17	21	
7	8	15	16	17	23	
7	8	15	16	19	21	
7	8	15	16	19	23	
7	8	15	16	21	23	
7	8	15	17	19	21	
7	8	15	17	19	23	
7	8	15	17	21	23	
7	8	15	19	21	23	
7	8	16	17	19	21	
7	8	16	17	19	23	
7	8	16	17	21	23	
7	8	16	19	21	23	
7	8	17	19	21	23	
7	15	16	17	19	21	
7	15	16	17	19	23	
7	15	16	17	21	23	
7	15	16	19	21	23	
7	15	17	19	21	23	
7	16	17	19	21	23	
8	15	16	17	19	21	
8	15	16	17	19	23	
8	15	16	17	21	23	
8	15	16	19	21	23	
8	15	17	19	21	23	
8	16	17	19	21	23	
15	16	17	19	21	23	
