1	5	10	13	15	16	
1	5	10	13	15	19	
1	5	10	13	15	20	
1	5	10	13	15	22	
1	5	10	13	15	23	
1	5	10	13	16	19	
1	5	10	13	16	20	
1	5	10	13	16	22	
1	5	10	13	16	23	
1	5	10	13	19	20	
1	5	10	13	19	22	
1	5	10	13	19	23	
1	5	10	13	20	22	
1	5	10	13	20	23	
1	5	10	13	22	23	
1	5	10	15	16	19	
1	5	10	15	16	20	
1	5	10	15	16	22	
1	5	10	15	16	23	
1	5	10	15	19	20	
1	5	10	15	19	22	
1	5	10	15	19	23	
1	5	10	15	20	22	
1	5	10	15	20	23	
1	5	10	15	22	23	
1	5	10	16	19	20	
1	5	10	16	19	22	
1	5	10	16	19	23	
1	5	10	16	20	22	
1	5	10	16	20	23	
1	5	10	16	22	23	
1	5	10	19	20	22	
1	5	10	19	20	23	
1	5	10	19	22	23	
1	5	10	20	22	23	
1	5	13	15	16	19	
1	5	13	15	16	20	
1	5	13	15	16	22	
1	5	13	15	16	23	
1	5	13	15	19	20	
1	5	13	15	19	22	
1	5	13	15	19	23	
1	5	13	15	20	22	
1	5	13	15	20	23	
1	5	13	15	22	23	
1	5	13	16	19	20	
1	5	13	16	19	22	
1	5	13	16	19	23	
1	5	13	16	20	22	
1	5	13	16	20	23	
1	5	13	16	22	23	
1	5	13	19	20	22	
1	5	13	19	20	23	
1	5	13	19	22	23	
1	5	13	20	22	23	
1	5	15	16	19	20	
1	5	15	16	19	22	
1	5	15	16	19	23	
1	5	15	16	20	22	
1	5	15	16	20	23	
1	5	15	16	22	23	
1	5	15	19	20	22	
1	5	15	19	20	23	
1	5	15	19	22	23	
1	5	15	20	22	23	
1	5	16	19	20	22	
1	5	16	19	20	23	
1	5	16	19	22	23	
1	5	16	20	22	23	
1	5	19	20	22	23	
1	10	13	15	16	19	
1	10	13	15	16	20	
1	10	13	15	16	22	
1	10	13	15	16	23	
1	10	13	15	19	20	
1	10	13	15	19	22	
1	10	13	15	19	23	
1	10	13	15	20	22	
1	10	13	15	20	23	
1	10	13	15	22	23	
1	10	13	16	19	20	
1	10	13	16	19	22	
1	10	13	16	19	23	
1	10	13	16	20	22	
1	10	13	16	20	23	
1	10	13	16	22	23	
1	10	13	19	20	22	
1	10	13	19	20	23	
1	10	13	19	22	23	
1	10	13	20	22	23	
1	10	15	16	19	20	
1	10	15	16	19	22	
1	10	15	16	19	23	
1	10	15	16	20	22	
1	10	15	16	20	23	
1	10	15	16	22	23	
1	10	15	19	20	22	
1	10	15	19	20	23	
1	10	15	19	22	23	
1	10	15	20	22	23	
1	10	16	19	20	22	
1	10	16	19	20	23	
1	10	16	19	22	23	
1	10	16	20	22	23	
1	10	19	20	22	23	
1	13	15	16	19	20	
1	13	15	16	19	22	
1	13	15	16	19	23	
1	13	15	16	20	22	
1	13	15	16	20	23	
1	13	15	16	22	23	
1	13	15	19	20	22	
1	13	15	19	20	23	
1	13	15	19	22	23	
1	13	15	20	22	23	
1	13	16	19	20	22	
1	13	16	19	20	23	
1	13	16	19	22	23	
1	13	16	20	22	23	
1	13	19	20	22	23	
1	15	16	19	20	22	
1	15	16	19	20	23	
1	15	16	19	22	23	
1	15	16	20	22	23	
1	15	19	20	22	23	
1	16	19	20	22	23	
5	10	13	15	16	19	
5	10	13	15	16	20	
5	10	13	15	16	22	
5	10	13	15	16	23	
5	10	13	15	19	20	
5	10	13	15	19	22	
5	10	13	15	19	23	
5	10	13	15	20	22	
5	10	13	15	20	23	
5	10	13	15	22	23	
5	10	13	16	19	20	
5	10	13	16	19	22	
5	10	13	16	19	23	
5	10	13	16	20	22	
5	10	13	16	20	23	
5	10	13	16	22	23	
5	10	13	19	20	22	
5	10	13	19	20	23	
5	10	13	19	22	23	
5	10	13	20	22	23	
5	10	15	16	19	20	
5	10	15	16	19	22	
5	10	15	16	19	23	
5	10	15	16	20	22	
5	10	15	16	20	23	
5	10	15	16	22	23	
5	10	15	19	20	22	
5	10	15	19	20	23	
5	10	15	19	22	23	
5	10	15	20	22	23	
5	10	16	19	20	22	
5	10	16	19	20	23	
5	10	16	19	22	23	
5	10	16	20	22	23	
5	10	19	20	22	23	
5	13	15	16	19	20	
5	13	15	16	19	22	
5	13	15	16	19	23	
5	13	15	16	20	22	
5	13	15	16	20	23	
5	13	15	16	22	23	
5	13	15	19	20	22	
5	13	15	19	20	23	
5	13	15	19	22	23	
5	13	15	20	22	23	
5	13	16	19	20	22	
5	13	16	19	20	23	
5	13	16	19	22	23	
5	13	16	20	22	23	
5	13	19	20	22	23	
5	15	16	19	20	22	
5	15	16	19	20	23	
5	15	16	19	22	23	
5	15	16	20	22	23	
5	15	19	20	22	23	
5	16	19	20	22	23	
10	13	15	16	19	20	
10	13	15	16	19	22	
10	13	15	16	19	23	
10	13	15	16	20	22	
10	13	15	16	20	23	
10	13	15	16	22	23	
10	13	15	19	20	22	
10	13	15	19	20	23	
10	13	15	19	22	23	
10	13	15	20	22	23	
10	13	16	19	20	22	
10	13	16	19	20	23	
10	13	16	19	22	23	
10	13	16	20	22	23	
10	13	19	20	22	23	
10	15	16	19	20	22	
10	15	16	19	20	23	
10	15	16	19	22	23	
10	15	16	20	22	23	
10	15	19	20	22	23	
10	16	19	20	22	23	
13	15	16	19	20	22	
13	15	16	19	20	23	
13	15	16	19	22	23	
13	15	16	20	22	23	
13	15	19	20	22	23	
13	16	19	20	22	23	
15	16	19	20	22	23	
