4569	25	12	110	7	4	4
1830	156	14	103	9	6	4
1237	94	8	119	10	5	3
3576	69	14	124	8	4	4
117	174	5	96	8	4	3
54	88	11	118	8	6	5
2162	25	6	110	8	4	4
2034	192	4	113	9	5	4
3157	12	13	120	8	4	5
2984	26	13	107	8	4	5
1191	138	15	114	9	6	4
1374	32	11	110	11	6	4
563	49	9	109	9	5	3
1523	143	10	120	9	4	4
610	14	12	95	9	4	5
3368	180	15	130	8	5	4
523	23	16	121	10	5	4
56	49	13	109	7	6	3
1312	150	8	113	11	4	3
2599	117	12	98	9	6	4
2890	173	6	97	9	6	4
368	203	14	109	10	4	4
2872	79	11	109	10	4	5
3923	209	13	114	10	5	3
3299	163	18	111	6	5	4
49	38	13	118	8	7	4
239	27	5	107	7	6	4
1494	68	8	108	10	6	3
1372	92	5	124	10	4	4
1061	32	11	110	9	5	4
4375	182	11	124	8	5	4
155	81	15	113	10	6	5
3213	66	12	104	9	5	3
1293	204	14	132	9	6	3
4463	82	14	120	7	4	4
371	174	8	96	9	5	3
4038	179	10	111	10	5	3
3112	191	11	120	9	5	4
4115	26	6	107	8	4	5
3356	202	8	99	11	5	3
3081	61	4	114	8	5	5
2621	33	14	106	8	6	5
2765	26	12	107	7	5	5
3088	9	12	106	8	6	5
1512	87	7	127	10	5	4
4838	76	12	113	8	6	5
3851	61	17	114	8	6	5
1242	18	10	109	10	6	4
3728	90	8	113	9	5	4
4362	99	14	127	9	5	4
2302	186	9	136	11	5	3
4544	46	16	91	5	4	5
863	73	11	130	10	4	4
388	187	14	110	10	4	4
3770	81	15	113	9	3	5
4856	6	15	121	9	5	4
4574	155	13	113	10	5	4
2074	73	14	130	8	5	4
3015	66	13	104	8	5	3
1432	22	13	115	9	5	5
2220	197	9	111	9	4	4
3582	93	15	116	10	5	4
178	195	8	113	11	7	3
2091	63	11	112	8	6	5
1141	133	10	110	11	6	5
561	14	6	95	9	6	5
1276	0	6	127	9	5	5
3318	64	17	134	8	5	4
4090	150	18	113	10	4	3
4154	18	14	109	10	5	4
2390	43	8	123	7	4	4
3347	58	7	101	10	6	4
4775	102	14	109	9	4	4
1491	125	11	95	11	6	3
4022	27	10	107	8	4	4
3720	133	17	110	8	3	5
3928	188	18	119	9	4	5
1827	40	11	100	8	6	6
83	170	9	138	9	6	4
810	70	9	136	9	4	5
3105	182	18	124	8	5	4
612	54	12	121	9	5	4
3005	168	13	124	7	4	4
4768	20	9	113	8	3	6
641	101	7	116	9	4	3
2661	189	21	127	11	5	4
2763	168	11	124	7	4	4
