268	7	8	105	8	5	5
3519	152	16	112	8	4	5
4593	20	18	113	7	3	6
3378	49	9	109	8	6	3
3739	85	8	107	9	4	4
2740	99	20	127	11	6	4
1918	38	12	118	9	5	4
2658	41	14	126	9	6	5
4552	119	10	124	7	5	4
671	91	17	123	10	4	5
2819	146	10	118	10	5	4
2849	38	13	118	8	4	4
1450	70	11	136	9	6	5
1638	205	14	108	10	5	4
4459	14	18	95	7	4	5
3686	203	14	109	8	3	4
4405	196	10	100	8	4	4
728	65	8	104	7	4	4
3493	68	17	108	9	4	3
87	55	11	96	8	4	4
2007	1	7	108	6	4	6
832	86	9	108	8	5	5
1004	14	5	95	9	7	5
1020	157	8	107	9	6	3
4098	178	16	101	9	4	4
672	147	10	109	11	5	5
653	90	7	113	10	4	4
2973	53	10	101	8	4	5
888	127	8	116	9	4	4
2562	167	10	115	7	5	5
4904	23	10	121	10	5	4
3638	168	14	124	8	4	4
254	107	6	124	8	6	4
3768	63	11	112	8	3	5
3855	98	13	103	9	7	5
1228	98	19	103	9	5	5
3843	67	11	111	7	5	4
779	99	9	127	10	4	4
2126	147	7	109	9	4	5
4694	18	13	109	10	5	4
4144	32	20	110	8	4	4
2300	166	11	100	10	6	4
2934	120	9	111	10	4	4
1012	180	10	130	11	6	4
2768	194	8	107	9	5	4
2613	121	8	117	10	6	3
3864	194	8	107	9	5	4
2189	197	4	111	10	4	4
3472	114	19	125	8	4	4
1425	37	10	89	9	5	5
835	53	10	101	9	6	5
1430	112	12	120	8	6	4
4216	5	12	120	9	4	5
3769	193	16	118	9	2	3
3010	169	9	121	8	5	5
4264	94	11	119	11	4	3
3064	181	11	106	9	5	3
4808	159	16	107	10	5	3
620	24	10	123	11	4	5
3516	205	15	108	8	3	4
2926	202	7	99	12	5	3
2328	198	8	106	12	5	3
4509	82	14	120	6	4	4
4560	207	10	127	9	5	4
416	151	11	114	11	4	4
1464	63	10	112	10	6	5
4200	9	10	106	9	5	5
4543	8	21	125	6	4	4
2257	124	12	119	9	5	4
1197	81	13	113	9	6	5
4319	60	14	100	9	5	4
1244	206	8	102	10	6	3
3935	198	13	106	11	5	3
929	100	10	126	9	6	4
1467	91	10	123	10	5	5
2546	35	8	111	7	7	5
884	142	5	118	8	4	5
4294	1	7	108	6	5	6
2276	48	13	99	9	5	4
4761	102	13	109	8	3	4
369	112	12	120	8	4	4
3779	15	12	118	9	3	5
1504	107	9	124	9	6	4
3120	90	8	113	9	5	4
4559	129	11	119	8	4	4
2797	174	15	96	9	6	3
4792	58	16	101	8	4	4
1110	179	13	111	11	7	3
981	170	14	138	10	6	4
871	166	11	100	11	4	4
4745	103	12	105	9	4	3
3030	168	12	124	7	5	4
3061	18	4	109	9	5	4
